repetition,distribution,model,coefficient_error_l2,SSE,SAE,MAE,RMSE
26,laplace,LAD,0.15657029882425563,130.66024334402422,103.2328428490447,0.6882189523269647,0.9333103926133908
26,cauchy,OLS,20.63749556569012,6221072.669127305,5315.889150214187,35.439261001427916,203.65121603904566
26,cauchy,LAD,0.3352444959715245,6288164.353642137,2994.389906069847,19.96259937379898,204.7464180173797
26,contaminated_normal,OLS,0.38343127887269735,1947.0781820485445,249.3246885724046,1.6621645904826974,3.6028490411973917
26,contaminated_normal,LAD,0.13523148023962459,1978.035072195645,235.21000705795095,1.5680667137196729,3.6313772155071273
27,normal,OLS,0.08503524666147123,137.41074960564103,115.05612278657762,0.7670408185771841,0.9571163273278785
27,normal,LAD,0.18042948516235388,140.55643330856896,114.496316594358,0.76330877729572,0.9680097565230389
27,laplace,OLS,0.10891470051697942,114.16721823595839,101.2562316667609,0.6750415444450727,0.8724189293222164
27,laplace,LAD,0.09405466557503772,116.41566282428988,99.52869623283829,0.6635246415522552,0.8809678875127057
27,cauchy,OLS,2.4304621808672286,29207.857451337528,764.8610348593367,5.0990735657289115,13.954176782439855
27,cauchy,LAD,0.3684168695350127,29955.916362345182,640.2806934602613,4.268537956401742,14.13174119074862
27,contaminated_normal,OLS,0.5841968570580816,1778.7777968007017,247.20438566664677,1.648029237777645,3.443619991424433
27,contaminated_normal,LAD,0.13182846877763307,1843.4650051793442,226.078117616344,1.5071874507756267,3.5056763543139042
28,normal,OLS,0.07876872300126599,135.1468617305797,111.84574027662013,0.7456382685108008,0.9491991773088855
28,normal,LAD,0.14919079841246402,138.08884995875525,110.36446850471435,0.7357631233647624,0.9594750299295798
28,laplace,OLS,0.15027935053029015,137.97534728988722,109.9475343262825,0.7329835621752167,0.9590806267458686
28,laplace,LAD,0.07938884131564461,139.17429708942325,108.73683080435144,0.7249122053623429,0.9632386242581957
28,cauchy,OLS,2.958839972491663,39933.40175947158,916.5465361294326,6.110310240862884,16.31633164643564
28,cauchy,LAD,0.29288005307957155,41182.28605787029,744.557218113979,4.963714787426527,16.569507346904896
28,contaminated_normal,OLS,0.2840187128688014,793.9358606199091,184.62256309828786,1.230817087321919,2.3006315953376935
28,contaminated_normal,LAD,0.08387040037593099,806.5273009666909,178.69137461374032,1.1912758307582687,2.318803284694774
29,normal,OLS,0.2648299020156122,122.6862307027168,106.1538906933591,0.707692604622394,0.9043827755352148
29,normal,LAD,0.2986735159786939,123.3433886973237,105.15564924927016,0.701037661661801,0.9068016640821509
29,laplace,OLS,0.24084756111460837,185.20778421532444,109.22747696863405,0.7281831797908936,1.1111789061332547
29,laplace,LAD,0.12191874207682121,187.56871004520164,108.01159418760278,0.7200772945840186,1.1182388237617271
29,cauchy,OLS,1.1165197007222436,24842.078498968593,566.5009501150987,3.7766730007673246,12.869104734199292
29,cauchy,LAD,0.2659517305331889,25035.877933498952,530.3786870694439,3.535857913796293,12.91920480873312
29,contaminated_normal,OLS,0.5587255236913378,3323.510998641851,342.77933583234187,2.2851955722156125,4.707094644358203
29,contaminated_normal,LAD,0.2605993579505406,3345.2734115350722,336.9365299673172,2.246243533115448,4.722480571010022
30,normal,OLS,0.26368288068173934,144.6705128953065,122.40472178611402,0.8160314785740935,0.9820743790409718
30,normal,LAD,0.2748115674778944,150.16151602020523,121.39131274163051,0.8092754182775368,1.0005382418818558
30,laplace,OLS,0.15045332884425203,163.76907119862162,112.08086794751742,0.7472057863167828,1.0448893759584363
30,laplace,LAD,0.09006022571791748,164.6748819603633,110.95486724391066,0.7396991149594043,1.0477750457051467
30,cauchy,OLS,49.67277483186551,49350476.410243034,14031.230317723795,93.54153545149197,573.5879845919777
30,cauchy,LAD,0.18466095248498374,49696054.20067507,7766.388865177556,51.775925767850374,575.59276229336
30,contaminated_normal,OLS,0.5803429117938844,1640.7697244680212,245.30125960247534,1.635341730683169,3.3073350041667697
30,contaminated_normal,LAD,0.30727006117808386,1678.293103277795,235.4771540609525,1.5698476937396832,3.34493956425503
31,normal,OLS,0.20612750417707235,115.14644092430412,104.17001924563218,0.6944667949708812,0.8761523494777383
31,normal,LAD,0.22635648896752075,115.7022078315655,103.95866367511947,0.6930577578341298,0.8782642268761929
31,laplace,OLS,0.2562207334392961,165.57834046696019,112.09757960826767,0.7473171973884511,1.0506453269838818
31,laplace,LAD,0.2245507161142692,168.56019595307524,110.31291222725383,0.7354194148483589,1.060063507383953
31,cauchy,OLS,1.3219165218203834,12290.61095425743,542.5210040674957,3.6168066937833045,9.051928322833549
31,cauchy,LAD,0.2024424375208465,12614.710808630218,484.0236888959809,3.226824592639873,9.170500098551592
31,contaminated_normal,OLS,0.289359864624885,1273.1994970162668,224.98551485966453,1.4999034323977636,2.9134166620610773
31,contaminated_normal,LAD,0.10391483840430923,1279.0460638215839,222.82506450419237,1.485500430027949,2.920098244718927
32,normal,OLS,0.3124902636917443,161.23823854872202,125.78674292568051,0.8385782861712034,1.0367842544738097
32,normal,LAD,0.28768438734097573,162.51155983599222,125.02670928750759,0.8335113952500506,1.0408700201786076
32,laplace,OLS,0.23601328203547894,137.63628362949368,101.72020017909026,0.6781346678606017,0.9579014689395899
32,laplace,LAD,0.12507202787848176,139.4053007405393,100.43627446890719,0.6695751631260479,0.9640376920035832
32,cauchy,OLS,1.919880077281733,23578.483317725524,686.5791295541242,4.577194197027494,12.537539183780716
32,cauchy,LAD,0.13798087015595664,24122.78008047206,569.1052884052967,3.7940352560353117,12.681424757093097
32,contaminated_normal,OLS,0.6872827820839509,2666.4208826110944,274.11693422047455,1.827446228136497,4.216175899723266
32,contaminated_normal,LAD,0.13795896700819232,2722.3165733667693,250.20236062038614,1.668015737469241,4.260138161583314
33,normal,OLS,0.17685306493837008,153.37251426837494,119.22329617326506,0.7948219744884337,1.0111792266734088
33,normal,LAD,0.13394224856776787,154.71388257282283,118.66233432237462,0.7910822288158308,1.0155913960933398
33,laplace,OLS,0.0729015889943632,129.7256095892535,101.07691262525162,0.6738460841683441,0.9299663420047471
33,laplace,LAD,0.13370837636926844,131.5321941953329,99.63746349419375,0.6642497566279584,0.9364194010354298
33,cauchy,OLS,1.2394627530986575,4418.424016070592,451.01003094417615,3.006733539627841,5.4273529558282165
33,cauchy,LAD,0.12697346946466298,4614.421216881022,410.7733493635799,2.738488995757199,5.546423001587613
33,contaminated_normal,OLS,0.6679053525249052,2206.2782441235486,257.78885505925285,1.7185923670616856,3.8351690480981833
33,contaminated_normal,LAD,0.11560460646077535,2312.299093022022,230.56021933931737,1.5370681289287824,3.92623576556649
34,normal,OLS,0.09384296102277496,168.596740096991,127.55297967120956,0.8503531978080637,1.060178412963249
34,normal,LAD,0.11794997221007011,172.3482784338979,126.27716496646067,0.8418477664430711,1.0719088220985273
34,laplace,OLS,0.10450799509206575,148.91509218252796,108.67550517702972,0.7245033678468648,0.9963770778258867
