Dataset,Model,ContaminationRate,ContaminationPercent,Repetition,Rows,ContaminatedRows,NoiseSD,CleanSAE,CleanSSE,CleanMAE,CleanRMSE,CleanMedianAbsoluteError,CleanR2,ContaminatedTrainingMAE,ContaminatedTrainingRMSE,PredictionRMSEFromCleanFit,StandardizedSlopeL2Shift
Concrete Strength,OLS,0.05,5,13,837,42,223.3212764,5574.230465,62354.32557,6.659773555,8.631187758,5.158462347,0.7222107001,14.03677616,43.09059954,4.04252409,0.7103539055
Concrete Strength,LAD,0.05,5,13,837,42,223.3212764,4918.714962,49382.68335,5.87660091,7.681121121,4.661260915,0.7799995284,13.28821488,43.28816885,0.4905230704,0.0302450669
Concrete Strength,OLS,0.05,5,14,837,42,223.3212764,5424.699412,56993.84278,6.481122356,8.251848407,5.377778827,0.746091718,14.19577136,44.99463519,3.152396077,0.2766560424
Concrete Strength,LAD,0.05,5,14,837,42,223.3212764,4916.575528,49302.72932,5.874044836,7.674900465,4.702771648,0.7803557246,13.63085967,45.10948961,0.3405286503,0.04003028479
Concrete Strength,OLS,0.05,5,15,837,42,223.3212764,5602.297622,59710.91804,6.693306597,8.446254148,5.595673395,0.7339871137,13.98458054,44.69851164,3.630951395,0.7225440922
Concrete Strength,LAD,0.05,5,15,837,42,223.3212764,4917.574605,49270.84909,5.875238476,7.672418685,4.730258935,0.7804977514,13.24562174,44.85473745,0.4050709676,0.03411058765
Concrete Strength,OLS,0.05,5,16,837,42,223.3212764,5762.496101,66956.98191,6.884702629,8.944070335,5.391491257,0.7017058086,14.61802087,47.90262379,4.673434825,1.498294849
Concrete Strength,LAD,0.05,5,16,837,42,223.3212764,4919.955019,49403.01533,5.87808246,7.682702205,4.679758417,0.7799089492,13.67880006,48.09899661,0.6754247262,0.0790123628
Concrete Strength,OLS,0.05,5,17,837,42,223.3212764,5610.985607,61878.9614,6.703686508,8.59822447,5.508725211,0.7243284535,15.56091471,49.78322263,3.971657455,0.7068426141
Concrete Strength,LAD,0.05,5,17,837,42,223.3212764,4914.74084,49338.23831,5.871852856,7.677663791,4.649902876,0.7801975316,14.76417026,49.93965622,0.21219441,0.01796360952
Concrete Strength,OLS,0.05,5,18,837,42,223.3212764,6019.771994,68543.04408,7.192081235,9.049382909,5.921327556,0.6946398818,16.24156267,56.45011215,4.871953401,0.8506248688
Concrete Strength,LAD,0.05,5,18,837,42,223.3212764,4929.925926,49381.30196,5.889995133,7.681013688,4.774196341,0.7800056825,15.15459385,56.66544951,0.8155975023,0.1478539846
Concrete Strength,OLS,0.05,5,19,837,42,223.3212764,5402.368727,56454.69589,6.454442924,8.212725497,5.266753069,0.7484936241,12.21352475,36.20080342,3.048517506,0.308623273
Concrete Strength,LAD,0.05,5,19,837,42,223.3212764,4918.34367,49425.7659,5.876157312,7.684470982,4.622156541,0.7798075951,11.70464835,36.32730319,0.4454527345,0.05377992389
Concrete Strength,OLS,0.05,5,20,837,42,223.3212764,6520.108681,79766.99198,7.789855055,9.762226472,6.856085365,0.6446370536,17.46243219,56.20312845,6.094724325,0.8565087227
Concrete Strength,LAD,0.05,5,20,837,42,223.3212764,4921.41674,49384.68983,5.879828841,7.681277166,4.670179099,0.7799905895,15.76750646,56.54829842,0.6297884135,0.0995105518
Concrete Strength,OLS,0.05,5,21,837,42,223.3212764,5679.358591,60961.36124,6.785374661,8.534235031,5.851399606,0.7284163736,14.66206836,47.6218336,3.831157326,0.797189137
Concrete Strength,LAD,0.05,5,21,837,42,223.3212764,4927.668309,49484.95937,5.88729786,7.689071157,4.686478339,0.7795438874,13.89399643,47.76464626,0.6357738596,0.0477987743
Concrete Strength,OLS,0.05,5,22,837,42,223.3212764,5655.978497,63708.15927,6.757441453,8.724384542,5.342770434,0.7161793541,16.14952735,53.63468542,4.237863204,0.6257740208
Concrete Strength,LAD,0.05,5,22,837,42,223.3212764,4922.369395,49172.56295,5.880967019,7.664762343,4.6623652,0.7809356174,15.37715969,53.76218684,0.5380980831,0.06643666948
Concrete Strength,OLS,0.05,5,23,837,42,223.3212764,5903.948326,69151.65419,7.053701704,9.08946994,5.651694297,0.6919285162,14.11285403,45.03299831,4.946014829,0.7802616999
Concrete Strength,LAD,0.05,5,23,837,42,223.3212764,4927.56387,49865.81248,5.887173083,7.718603299,4.656698347,0.7778471821,13.14863061,45.25978948,0.9112133672,0.1268836265
Concrete Strength,OLS,0.05,5,24,837,42,223.3212764,5593.276203,60670.43038,6.682528319,8.513846364,5.279680515,0.7297124743,15.43410197,48.71798623,3.785522264,1.324639377
Concrete Strength,LAD,0.05,5,24,837,42,223.3212764,4919.205656,49260.91941,5.877187164,7.671645525,4.749153667,0.7805419883,14.73191005,48.83775114,0.50601697,0.08305696373
Concrete Strength,OLS,0.05,5,25,837,42,223.3212764,6603.888728,84502.42363,7.88995069,10.04782017,6.480077919,0.6235406465,18.82272114,62.88094699,6.542422259,0.8394789339
Concrete Strength,LAD,0.05,5,25,837,42,223.3212764,4917.210386,49106.06077,5.874803329,7.659577583,4.70448146,0.7812318854,17.05705661,63.19412442,0.4559331558,0.06017920188
Concrete Strength,OLS,0.05,5,26,837,42,223.3212764,7871.249422,109423.0285,9.404121173,11.43382751,8.543604964,0.5125190403,18.27403595,53.7158517,8.519214193,0.4384703355
Concrete Strength,LAD,0.05,5,26,837,42,223.3212764,4925.58657,49307.12203,5.884810717,7.675242362,4.783707005,0.780336155,15.25981677,54.32720745,0.6995420144,0.08682869845
Concrete Strength,OLS,0.05,5,27,837,42,223.3212764,6156.1753,75934.29193,7.355048148,9.524808325,5.470643234,0.6617117803,17.78423101,58.31368145,5.706712936,0.5821075704
Concrete Strength,LAD,0.05,5,27,837,42,223.3212764,4922.050517,49324.87261,5.880586042,7.676623783,4.719372271,0.7802570759,16.48539443,58.53091992,0.5706337652,0.02859299978
Concrete Strength,OLS,0.05,5,28,837,42,223.3212764,5992.692822,66024.91058,7.159728581,8.881599425,6.218808014,0.705858198,14.62448053,47.39189056,4.552736237,0.9048168749
Concrete Strength,LAD,0.05,5,28,837,42,223.3212764,4921.904331,49106.9503,5.880411387,7.659646957,4.641259545,0.7812279226,13.57682598,47.65428342,0.6042887095,0.131810266
Concrete Strength,OLS,0.05,5,29,837,42,223.3212764,5170.098539,52161.80438,6.176939712,7.894299047,5.323445212,0.7676185095,13.86905236,42.5459239,2.040724465,0.3010333347
Concrete Strength,LAD,0.05,5,29,837,42,223.3212764,4918.793501,49366.7305,5.876694745,7.679880346,4.742783229,0.7800705985,13.5906137,42.60531374,0.5653598881,0.03536669811
Concrete Strength,OLS,0.05,5,30,837,42,223.3212764,6058.503982,69501.50225,7.238356012,9.112433394,5.975366272,0.6903699387,15.24891662,46.93746855,4.98808994,1.115361314
Concrete Strength,LAD,0.05,5,30,837,42,223.3212764,4923.502557,49470.66869,5.882320857,7.68796082,4.740141643,0.7796075526,14.07617183,47.19426589,0.6542959462,0.05964605169
Concrete Strength,OLS,0.1,10,1,837,84,223.3212764,6825.065945,88216.31814,8.154200652,10.26624761,7.100721184,0.6069952,26.33798539,70.48082536,6.873168044,1.237416478
Concrete Strength,LAD,0.1,10,1,837,84,223.3212764,4922.848753,49069.65273,5.881539729,7.656737589,4.640467895,0.7813940837,24.44058273,70.83219947,0.4438892524,0.06278489856
Concrete Strength,OLS,0.1,10,2,837,84,223.3212764,7046.058386,91977.97196,8.418229852,10.48284552,7.253057318,0.5902369852,23.94161599,66.0626988,7.19268024,1.983892576
Concrete Strength,LAD,0.1,10,2,837,84,223.3212764,4924.900089,49541.77145,5.883990549,7.693483678,4.662918235,0.7792907889,21.85228423,66.37763951,0.6684436928,0.06294774235
Concrete Strength,OLS,0.1,10,3,837,84,223.3212764,7276.736726,100796.7427,8.693831214,10.97388791,7.244986435,0.5509492513,29.11544178,82.7244568,7.891185892,2.964719829
Concrete Strength,LAD,0.1,10,3,837,84,223.3212764,4934.01466,49563.59175,5.894880119,7.69517776,4.598099392,0.7791935792,26.7740733,83.07168971,0.743435942,0.2015192768
Concrete Strength,OLS,0.1,10,4,837,84,223.3212764,9229.936412,148476.8895,11.02740312,13.31884919,9.957709687,0.3385336011,26.9396066,70.24266258,10.91953949,2.968596598
Concrete Strength,LAD,0.1,10,4,837,84,223.3212764,4922.129962,49160.20105,5.880680958,7.663798828,4.655407555,0.7809906898,22.7925639,71.10569215,0.5740818527,0.1102909048
Concrete Strength,OLS,0.1,10,5,837,84,223.3212764,6816.858793,92335.34812,8.144395213,10.50319108,6.691219327,0.58864487,25.55704255,70.2130349,7.222300308,0.9446654435
Concrete Strength,LAD,0.1,10,5,837,84,223.3212764,4933.016268,49967.15139,5.893687297,7.726442316,4.71220092,0.777395716,23.7875628,70.50195495,0.9067841356,0.1339501004
Concrete Strength,OLS,0.1,10,6,837,84,223.3212764,7327.281017,95007.58215,8.754218658,10.65409105,8.003418125,0.5767400339,27.41441946,77.22262817,7.440044018,1.307995154
Concrete Strength,LAD,0.1,10,6,837,84,223.3212764,4920.902259,49472.26239,5.879214168,7.688084652,4.735796018,0.7796004527,24.90073015,77.56737414,0.5813572309,0.0413427618
Concrete Strength,OLS,0.1,10,7,837,84,223.3212764,9446.469963,167782.6302,11.28610509,14.15828891,9.456509014,0.2525262852,28.95048358,73.09442878,11.92902945,2.288661536
Concrete Strength,LAD,0.1,10,7,837,84,223.3212764,4939.915232,49370.99387,5.901929787,7.680211961,4.743438715,0.7800516052,24.7615394,73.97617475,1.02167869,0.11066255
Concrete Strength,OLS,0.1,10,8,837,84,223.3212764,8177.690439,129349.7197,9.770239473,12.43139932,8.300639481,0.4237453818,25.54691998,68.5067153,9.817549996,0.3424879963
Concrete Strength,LAD,0.1,10,8,837,84,223.3212764,4934.826528,49669.90589,5.895850093,7.703426435,4.785002831,0.7787199484,22.49629772,69.1742084,0.9359556626,0.1411759987
Concrete Strength,OLS,0.1,10,9,837,84,223.3212764,6879.802478,89794.68183,8.219596748,10.35768214,6.878054729,0.59996357,28.3475997,82.79429848,7.00900693,0.7825221281
Concrete Strength,LAD,0.1,10,9,837,84,223.3212764,4916.168097,49109.75253,5.873558061,7.659865499,4.7297294,0.7812154386,26.44355121,83.10449411,0.2546063146,0.03893681736
Concrete Strength,OLS,0.1,10,10,837,84,223.3212764,6980.218469,93077.73853,8.339568063,10.54533018,7.02015969,0.5853375114,26.00286837,72.42506478,7.283446134,0.4228218811
Concrete Strength,LAD,0.1,10,10,837,84,223.3212764,4924.944652,50029.70191,5.88404379,7.73127691,4.624519244,0.7771170526,23.98908358,72.80932697,0.7894153037,0.1502666203
Concrete Strength,OLS,0.1,10,11,837,84,223.3212764,6425.800982,79672.41939,7.67718158,9.756437656,6.464528363,0.6450583757,22.16059431,61.72642015,6.085447776,0.8829042385
Concrete Strength,LAD,0.1,10,11,837,84,223.3212764,4923.361759,49541.88389,5.88215264,7.693492408,4.664385734,0.779290288,20.57630824,62.03564656,0.7398284811,0.04490555647
Concrete Strength,OLS,0.1,10,12,837,84,223.3212764,7472.703831,101131.7271,8.927961566,10.9921079,7.882463116,0.5494568918,26.21396238,71.77313419,7.916503966,1.135838816
Concrete Strength,LAD,0.1,10,12,837,84,223.3212764,4931.291284,49760.30574,5.891626385,7.710433415,4.481044673,0.7783172159,23.70760167,72.17225314,0.7045997121,0.1420328838
Concrete Strength,OLS,0.1,10,13,837,84,223.3212764,5954.301058,65886.03791,7.113860284,8.872254007,5.853934846,0.7064768775,24.28648635,72.50562542,4.534477927,1.042148743
Concrete Strength,LAD,0.1,10,13,837,84,223.3212764,4933.798918,49300.48428,5.894622364,7.674725722,4.811307752,0.7803657263,23.25373307,72.65106237,0.9381842764,0.2298257857
Concrete Strength,OLS,0.1,10,14,837,84,223.3212764,8127.862769,116252.1554,9.710708207,11.78522227,8.646207848,0.4820951946,28.0937764,76.02192494,8.985324864,0.8280763849
Concrete Strength,LAD,0.1,10,14,837,84,223.3212764,4929.182412,49935.51023,5.889106824,7.723995585,4.581913181,0.7775366777,25.04212644,76.43643903,0.6429900986,0.06625460025
Concrete Strength,OLS,0.1,10,15,837,84,223.3212764,5808.685265,65474.4469,6.939886816,8.844498043,5.57081449,0.7083105206,23.3788819,64.49842719,4.479926845,0.3687698321
Concrete Strength,LAD,0.1,10,15,837,84,223.3212764,4920.777376,49225.25052,5.879064966,7.668867575,4.744547813,0.7807008936,22.435513,64.6691901,0.3331751655,0.03383253377
Concrete Strength,OLS,0.1,10,16,837,84,223.3212764,6573.402776,81208.80322,7.853527808,9.850058871,6.716015149,0.6382137665,24.66181669,71.42348382,6.234441327,1.357639757
Concrete Strength,LAD,0.1,10,16,837,84,223.3212764,4918.172496,49537.69634,5.875952803,7.693167254,4.639783197,0.7793089436,22.90298628,71.70042919,0.4124576004,0.03435090637
Concrete Strength,OLS,0.1,10,17,837,84,223.3212764,7063.057949,92968.24232,8.438539963,10.53912562,7.041892313,0.5858253184,24.09645685,69.06776896,7.274459962,2.095420621
Concrete Strength,LAD,0.1,10,17,837,84,223.3212764,4927.133723,49561.0432,5.886659167,7.694979915,4.748940234,0.779204933,22.02488406,69.47189648,0.7341063146,0.04750190454
Concrete Strength,OLS,0.1,10,18,837,84,223.3212764,7250.321978,102399.8701,8.662272376,11.06081106,6.99541255,0.5438072987,23.79750152,63.39520627,8.011625318,0.4525086464
Concrete Strength,LAD,0.1,10,18,837,84,223.3212764,4924.235734,49785.50331,5.883196815,7.712385368,4.626733463,0.7782049604,21.48098843,63.83130969,0.5832393858,0.06427440346
Concrete Strength,OLS,0.1,10,19,837,84,223.3212764,6967.048701,91042.67095,8.323833573,10.42941061,7.036480763,0.5944037629,25.03426165,65.31002753,7.114576908,2.399234992
Concrete Strength,LAD,0.1,10,19,837,84,223.3212764,4916.116455,49325.79331,5.873496362,7.676695428,4.724162231,0.7802529742,22.89247345,65.74027841,0.2020705591,0.02095568804
Concrete Strength,OLS,0.1,10,20,837,84,223.3212764,6737.588905,89679.35788,8.049688059,10.35102878,6.321928486,0.6004773396,26.49972989,74.89667157,6.999171069,1.64026417
Concrete Strength,LAD,0.1,10,20,837,84,223.3212764,4927.419216,49578.94515,5.887000259,7.696369541,4.706480707,0.7791251796,24.7806259,75.17412744,0.6657191694,0.1602067533
Concrete Strength,OLS,0.1,10,21,837,84,223.3212764,7225.555634,97648.96021,8.632682956,10.80117699,7.130858373,0.5649726616,24.20740172,67.51979542,7.649184485,0.9659689004
Concrete Strength,LAD,0.1,10,21,837,84,223.3212764,4934.39636,49096.19994,5.895336153,7.658808497,4.720827096,0.7812758156,21.91834236,67.9576994,0.9313374711,0.09085225364
Concrete Strength,OLS,0.1,10,22,837,84,223.3212764,8440.632544,144108.5158,10.08438775,13.12145797,7.654324481,0.3579947606,28.96886839,79.16541809,10.67788641,0.7365366332
Concrete Strength,LAD,0.1,10,22,837,84,223.3212764,4921.751989,49683.60089,5.880229378,7.704488357,4.547037453,0.778658937,25.45582659,79.7846111,0.5682348622,0.0837503793
Concrete Strength,OLS,0.1,10,23,837,84,223.3212764,8138.891377,127966.2262,9.723884561,12.36473896,7.682727567,0.4299088629,26.21438943,69.65445729,9.733004084,0.5773101285
Concrete Strength,LAD,0.1,10,23,837,84,223.3212764,4926.117071,49304.11017,5.885444529,7.675007942,4.650930684,0.7803495729,23.08288415,70.3236588,0.6319960487,0.1073207144
Concrete Strength,OLS,0.1,10,24,837,84,223.3212764,6592.993149,83803.6666,7.876933272,10.00619083,6.704946618,0.6266536177,24.66854714,67.06934426,6.478306404,1.302427237
Concrete Strength,LAD,0.1,10,24,837,84,223.3212764,4925.375339,49740.77826,5.88455835,7.70892036,4.651764402,0.7784042111,23.04318763,67.32614828,0.6486863925,0.09925626336
Concrete Strength,OLS,0.1,10,25,837,84,223.3212764,6734.104112,80798.14514,8.045524626,9.825122332,6.979418359,0.6400432534,25.7589009,77.92866536,6.194967937,0.7435754953
Concrete Strength,LAD,0.1,10,25,837,84,223.3212764,4923.063021,49148.3147,5.881795724,7.662872265,4.666456874,0.7810436437,23.90296558,78.16303037,0.6327074464,0.09149091959
Concrete Strength,OLS,0.1,10,26,837,84,223.3212764,6847.620286,86355.13475,8.181147296,10.1573719,6.925598783,0.6152867952,26.77762986,75.41775776,6.70945623,0.4605774907
Concrete Strength,LAD,0.1,10,26,837,84,223.3212764,4918.928049,49388.14106,5.876855495,7.681545563,4.553311611,0.7799752142,24.84180865,75.73209334,0.3059545788,0.05885555458
Concrete Strength,OLS,0.1,10,27,837,84,223.3212764,7849.377696,108932.1978,9.377990079,11.40815476,8.424585883,0.5147056971,27.12476671,75.64255418,8.484727096,1.157588861
Concrete Strength,LAD,0.1,10,27,837,84,223.3212764,4932.126685,50036.48612,5.892624475,7.731801087,4.525217433,0.7770868289,24.39223773,76.06181248,0.7551167772,0.1084946258
Concrete Strength,OLS,0.1,10,28,837,84,223.3212764,6387.631114,76823.92783,7.631578392,9.580441535,6.301520172,0.6577484412,22.78737349,62.12647012,5.799091214,1.467326366
Concrete Strength,LAD,0.1,10,28,837,84,223.3212764,4915.905453,49311.12112,5.873244269,7.675553609,4.669754208,0.780318339,21.20727325,62.42956644,0.3749359544,0.03089174921
Concrete Strength,OLS,0.1,10,29,837,84,223.3212764,6649.844554,83741.55906,7.944856098,10.00248231,6.494553002,0.6269303076,22.85718781,60.26336606,6.472576867,0.7564298765
Concrete Strength,LAD,0.1,10,29,837,84,223.3212764,4919.055511,49059.64524,5.877007779,7.655956774,4.690213603,0.7814386672,21.1487381,60.61907878,0.5002115624,0.08149590004
Concrete Strength,OLS,0.1,10,30,837,84,223.3212764,7318.860504,100626.4899,8.744158308,10.96461616,7.295119601,0.5517077296,27.09952159,75.323996,7.878287025,1.33653234
Concrete Strength,LAD,0.1,10,30,837,84,223.3212764,4924.173144,49202.61908,5.883122036,7.667104481,4.745343583,0.780801717,24.75028745,75.7535723,0.645555583,0.1067701549
Concrete Strength,OLS,0.2,20,1,837,167,223.3212764,7555.870419,117293.4278,9.027324275,11.83788482,7.225816392,0.477456313,39.2929861,91.94521964,9.054287161,1.926052289
Concrete Strength,LAD,0.2,20,1,837,167,223.3212764,4927.46802,49953.77471,5.887058566,7.725408026,4.585689217,0.7774553092,36.71994656,92.34771811,0.8274792101,0.1086139952
Concrete Strength,OLS,0.2,20,2,837,167,223.3212764,8254.581363,139601.125,9.862104377,12.91462292,7.849217529,0.3780752429,44.52317719,102.0490076,10.42267164,0.5875291939
Concrete Strength,LAD,0.2,20,2,837,167,223.3212764,4957.202363,51011.83771,5.922583469,7.806794647,4.587347201,0.7727416253,41.63159465,102.5130475,1.072498356,0.1805087398
Concrete Strength,OLS,0.2,20,3,837,167,223.3212764,8604.289125,137986.6542,10.27991532,12.83972769,9.00368634,0.3852677306,47.63271368,110.5801009,10.3297244,1.815730385
Concrete Strength,LAD,0.2,20,3,837,167,223.3212764,4933.669405,49471.40879,5.894467628,7.688018327,4.662773668,0.7796042554,44.41370799,111.0474149,0.6157983067,0.1096913916
Concrete Strength,OLS,0.2,20,4,837,167,223.3212764,7567.549767,108412.2198,9.041278097,11.38089429,7.974456729,0.5170222057,44.93521352,108.9741823,8.448038454,1.516355396
Concrete Strength,LAD,0.2,20,4,837,167,223.3212764,4929.797897,49832.55272,5.889842171,7.716028773,4.683684783,0.7779953547,42.40615085,109.2830401,0.8874174696,0.08648357324
Concrete Strength,OLS,0.2,20,5,837,167,223.3212764,7020.53643,92365.19877,8.387737671,10.50488871,6.807607511,0.5885118849,41.71826566,100.2203956,7.224768897,1.509585274
Concrete Strength,LAD,0.2,20,5,837,167,223.3212764,4925.713109,49414.63639,5.884961898,7.683605752,4.701394872,0.7798571772,39.77880201,100.5008669,0.6551599718,0.09160977251
Concrete Strength,OLS,0.2,20,6,837,167,223.3212764,7704.554039,112792.7124,9.20496301,11.60854505,7.783944494,0.4975070564,42.89613878,96.66568816,8.752309248,1.41727482
Concrete Strength,LAD,0.2,20,6,837,167,223.3212764,4928.357871,49660.55335,5.88812171,7.702701147,4.688832096,0.7787616141,40.36378165,97.04385589,0.7041898904,0.1362346297
Concrete Strength,OLS,0.2,20,7,837,167,223.3212764,9693.735665,167965.4888,11.58152409,14.16600204,10.04753756,0.251711648,44.91429325,99.09675045,11.93818297,0.6981632402
Concrete Strength,LAD,0.2,20,7,837,167,223.3212764,4923.702087,49532.59699,5.882559244,7.692771281,4.672149405,0.7793316612,40.65197246,99.77043725,0.6660859535,0.111321354
Concrete Strength,OLS,0.2,20,8,837,167,223.3212764,11522.35005,258962.8691,13.76624857,17.58960229,11.30114732,-0.1536828188,47.49473041,102.6040993,15.85051128,3.663820899
Concrete Strength,LAD,0.2,20,8,837,167,223.3212764,4924.508935,49494.29332,5.88352322,7.689796287,4.612126247,0.7795023046,41.8962512,103.7881521,0.5382688579,0.09780312774
Concrete Strength,OLS,0.2,20,9,837,167,223.3212764,6053.794908,72220.99929,7.232729878,9.289001171,6.154201487,0.6782545454,40.32606579,98.37923045,5.303785597,0.9792975457
Concrete Strength,LAD,0.2,20,9,837,167,223.3212764,4929.785993,49945.56238,5.889827949,7.724772976,4.69315152,0.7774918953,39.37034011,98.49318445,0.7503737757,0.07967219302
Concrete Strength,OLS,0.2,20,10,837,167,223.3212764,7934.150679,116293.5581,9.479272018,11.78732072,7.839510893,0.4819107449,43.11691185,99.69892225,8.988077021,0.8870623389
Concrete Strength,LAD,0.2,20,10,837,167,223.3212764,4925.937262,49217.69189,5.885229704,7.668278768,4.711874903,0.7807345674,40.55295036,100.0895951,0.5619248533,0.08604436224
Concrete Strength,OLS,0.2,20,11,837,167,223.3212764,7111.383324,98699.59236,8.496276373,10.85912795,7.085158342,0.5602920823,42.98611269,101.254691,7.730799366,0.9029865275
Concrete Strength,LAD,0.2,20,11,837,167,223.3212764,4937.841629,50589.96692,5.899452364,7.77444631,4.637622523,0.774621065,41.09640116,101.5054438,0.9872249392,0.2031713833
Concrete Strength,OLS,0.2,20,12,837,167,223.3212764,7033.448334,88917.27722,8.403164078,10.30695426,7.259710744,0.6038724185,43.353904,102.0095381,6.933823261,0.995693078
Concrete Strength,LAD,0.2,20,12,837,167,223.3212764,4927.644134,49176.28686,5.887268978,7.66505257,4.684825842,0.7809190273,41.57305961,102.2673205,0.6479058247,0.04439237741
Concrete Strength,OLS,0.2,20,13,837,167,223.3212764,7055.043229,93073.34843,8.428964431,10.54508149,7.03742528,0.5853570693,40.72600369,96.376924,7.283086059,1.090813571
Concrete Strength,LAD,0.2,20,13,837,167,223.3212764,4940.943957,49690.57114,5.903158849,7.705028781,4.790653876,0.7786278844,38.784062,96.65300684,1.112170411,0.206336855
Concrete Strength,OLS,0.2,20,14,837,167,223.3212764,8763.748832,136506.332,10.47042871,12.77066962,9.623797633,0.3918625845,43.39275285,98.94788493,10.24375914,1.213197948
Concrete Strength,LAD,0.2,20,14,837,167,223.3212764,4925.353781,49248.52363,5.884532593,7.670680236,4.726885305,0.7805972116,39.95698724,99.44455928,0.6989650343,0.05076438794
Concrete Strength,OLS,0.2,20,15,837,167,223.3212764,7928.986647,115133.4271,9.473102326,11.72837888,8.228855823,0.4870791431,43.3028479,101.4274146,8.910638024,1.224367379
Concrete Strength,LAD,0.2,20,15,837,167,223.3212764,4953.867188,50022.71761,5.918598791,7.730737236,4.77135725,0.7771481678,40.62171348,101.8344989,1.222610969,0.09272124726
Concrete Strength,OLS,0.2,20,16,837,167,223.3212764,7679.201872,107059.7477,9.174673683,11.30968161,7.866710917,0.5230474857,39.31004191,90.96084652,8.351855902,1.818705244
Concrete Strength,LAD,0.2,20,16,837,167,223.3212764,4918.963875,49210.25247,5.876898297,7.667699204,4.692277719,0.7807677101,36.9069945,91.337381,0.3357887996,0.03603351919
Concrete Strength,OLS,0.2,20,17,837,167,223.3212764,7651.777689,114435.8064,9.141908828,11.69279237,7.438168736,0.4901870522,39.93254447,94.77558643,8.863745958,1.115021215
Concrete Strength,LAD,0.2,20,17,837,167,223.3212764,4938.048282,49866.82453,5.899699262,7.718681625,4.627801462,0.7778426734,37.56507963,95.152816,0.9792466486,0.1374261392
Concrete Strength,OLS,0.2,20,18,837,167,223.3212764,8238.353725,132302.5111,9.842716517,12.57249045,8.335737643,0.4105906594,42.82073902,95.22217369,9.99560479,1.158990902
Concrete Strength,LAD,0.2,20,18,837,167,223.3212764,4955.422672,50355.39965,5.920457195,7.75640173,4.600931298,0.7756660651,40.2492772,95.67597567,1.252592902,0.164964294
Concrete Strength,OLS,0.2,20,19,837,167,223.3212764,8119.186796,122997.6354,9.700342647,12.12231743,7.84175181,0.4520439969,41.48482742,99.72341757,9.423119377,2.569432925
Concrete Strength,LAD,0.2,20,19,837,167,223.3212764,4941.679271,49252.48455,5.904037361,7.670988695,4.702629527,0.7805795657,38.51045145,100.1972568,0.9144483254,0.1696897015
Concrete Strength,OLS,0.2,20,20,837,167,223.3212764,9852.928553,183141.9694,11.7717187,14.79214689,9.623759482,0.1841002372,44.44623793,96.95917852,12.67486523,1.87715278
Concrete Strength,LAD,0.2,20,20,837,167,223.3212764,4930.060131,49772.33835,5.890155473,7.711365594,4.521080047,0.7782636105,40.29930257,97.7140532,0.6286068646,0.1205865583
Concrete Strength,OLS,0.2,20,21,837,167,223.3212764,8366.252361,134322.9957,9.995522534,12.66812837,8.378536255,0.4015893753,41.54123246,94.86474767,10.11563519,1.270691926
Concrete Strength,LAD,0.2,20,21,837,167,223.3212764,4938.716752,50163.75652,5.900497911,7.741627961,4.52869745,0.7765198377,38.52806202,95.36837007,1.021476376,0.2665988462
Concrete Strength,OLS,0.2,20,22,837,167,223.3212764,7349.997707,110682.921,8.781359267,11.49946344,6.891885438,0.5069062035,42.72032842,99.70035303,8.60710511,1.110958403
Concrete Strength,LAD,0.2,20,22,837,167,223.3212764,4930.600919,49642.62766,5.890801576,7.701310821,4.687375006,0.7788414732,40.47988877,100.0746625,0.5750914756,0.1156504269
Concrete Strength,OLS,0.2,20,23,837,167,223.3212764,8022.223828,118567.0198,9.584496808,11.90198019,8.365691508,0.4717824448,46.55358051,106.0362498,9.137928171,1.000971738
Concrete Strength,LAD,0.2,20,23,837,167,223.3212764,4923.291804,49226.33079,5.882069061,7.668951724,4.753007941,0.780696081,43.80848055,106.4316902,0.5439276002,0.06067769653
Concrete Strength,OLS,0.2,20,24,837,167,223.3212764,7611.424593,115874.1987,9.093697244,11.76604874,7.172039081,0.4837789962,41.754284,95.66218033,8.96016193,0.7415462104
Concrete Strength,LAD,0.2,20,24,837,167,223.3212764,4923.919781,49524.45171,5.882819332,7.692138744,4.698778405,0.7793679486,39.33516607,96.08118337,0.4895763105,0.09863810386
Concrete Strength,OLS,0.2,20,25,837,167,223.3212764,7931.115826,114965.4972,9.475646148,11.71982244,8.017751141,0.4878272729,45.82716184,107.6511023,8.899372837,1.660506008
Concrete Strength,LAD,0.2,20,25,837,167,223.3212764,4930.544813,49528.68629,5.890734544,7.692467594,4.770693265,0.7793490835,43.03032302,107.9780014,0.840453967,0.05638516309
Concrete Strength,OLS,0.2,20,26,837,167,223.3212764,7685.355725,109953.2255,9.182025956,11.4614947,8.015321902,0.5101570059,38.65474192,86.39495062,8.556311105,1.085430143
Concrete Strength,LAD,0.2,20,26,837,167,223.3212764,4935.500441,50166.22642,5.896655247,7.741818545,4.517856207,0.7765088342,36.28448461,86.78303044,0.864883266,0.247720297
Concrete Strength,OLS,0.2,20,27,837,167,223.3212764,8707.124886,149566.9758,10.40277764,13.36765188,7.978282946,0.3336772532,43.13015807,98.67029605,10.97901251,2.656063499
Concrete Strength,LAD,0.2,20,27,837,167,223.3212764,4948.292075,50942.82746,5.911937963,7.801512235,4.560484163,0.7730490669,40.07745189,99.1299625,1.018172102,0.1477596085
