Dataset,Model,ContaminationRate,Repetition,Term,Estimate,CleanReferenceEstimate,EstimateShift,RobustStandardizedEstimate,CleanRobustStandardizedEstimate
Hawkins-Bradu-Kass (HBK),OLS,0,24,X1,0.06237135536,0.06237135536,0,0.1247427107,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0,24,X2,0.01193108058,0.01193108058,0,0.02386216117,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0,24,X3,-0.1069759032,-0.1069759032,0,-0.2258380179,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0,24,Intercept,-0.1603092784,-0.1603092784,0,,
Hawkins-Bradu-Kass (HBK),LAD,0,24,X1,0.118556701,0.118556701,0,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0,24,X2,0.05670103093,0.05670103093,0,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0,24,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0,25,Intercept,-0.01046439417,-0.01046439417,0,,
Hawkins-Bradu-Kass (HBK),OLS,0,25,X1,0.06237135536,0.06237135536,0,0.1247427107,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0,25,X2,0.01193108058,0.01193108058,0,0.02386216117,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0,25,X3,-0.1069759032,-0.1069759032,0,-0.2258380179,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0,25,Intercept,-0.1603092784,-0.1603092784,0,,
Hawkins-Bradu-Kass (HBK),LAD,0,25,X1,0.118556701,0.118556701,0,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0,25,X2,0.05670103093,0.05670103093,0,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0,25,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0,26,Intercept,-0.01046439417,-0.01046439417,0,,
Hawkins-Bradu-Kass (HBK),OLS,0,26,X1,0.06237135536,0.06237135536,0,0.1247427107,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0,26,X2,0.01193108058,0.01193108058,0,0.02386216117,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0,26,X3,-0.1069759032,-0.1069759032,0,-0.2258380179,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0,26,Intercept,-0.1603092784,-0.1603092784,0,,
Hawkins-Bradu-Kass (HBK),LAD,0,26,X1,0.118556701,0.118556701,0,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0,26,X2,0.05670103093,0.05670103093,0,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0,26,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0,27,Intercept,-0.01046439417,-0.01046439417,0,,
Hawkins-Bradu-Kass (HBK),OLS,0,27,X1,0.06237135536,0.06237135536,0,0.1247427107,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0,27,X2,0.01193108058,0.01193108058,0,0.02386216117,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0,27,X3,-0.1069759032,-0.1069759032,0,-0.2258380179,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0,27,Intercept,-0.1603092784,-0.1603092784,0,,
Hawkins-Bradu-Kass (HBK),LAD,0,27,X1,0.118556701,0.118556701,0,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0,27,X2,0.05670103093,0.05670103093,0,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0,27,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0,28,Intercept,-0.01046439417,-0.01046439417,0,,
Hawkins-Bradu-Kass (HBK),OLS,0,28,X1,0.06237135536,0.06237135536,0,0.1247427107,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0,28,X2,0.01193108058,0.01193108058,0,0.02386216117,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0,28,X3,-0.1069759032,-0.1069759032,0,-0.2258380179,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0,28,Intercept,-0.1603092784,-0.1603092784,0,,
Hawkins-Bradu-Kass (HBK),LAD,0,28,X1,0.118556701,0.118556701,0,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0,28,X2,0.05670103093,0.05670103093,0,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0,28,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0,29,Intercept,-0.01046439417,-0.01046439417,0,,
Hawkins-Bradu-Kass (HBK),OLS,0,29,X1,0.06237135536,0.06237135536,0,0.1247427107,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0,29,X2,0.01193108058,0.01193108058,0,0.02386216117,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0,29,X3,-0.1069759032,-0.1069759032,0,-0.2258380179,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0,29,Intercept,-0.1603092784,-0.1603092784,0,,
Hawkins-Bradu-Kass (HBK),LAD,0,29,X1,0.118556701,0.118556701,0,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0,29,X2,0.05670103093,0.05670103093,0,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0,29,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0,30,Intercept,-0.01046439417,-0.01046439417,0,,
Hawkins-Bradu-Kass (HBK),OLS,0,30,X1,0.06237135536,0.06237135536,0,0.1247427107,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0,30,X2,0.01193108058,0.01193108058,0,0.02386216117,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0,30,X3,-0.1069759032,-0.1069759032,0,-0.2258380179,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0,30,Intercept,-0.1603092784,-0.1603092784,0,,
Hawkins-Bradu-Kass (HBK),LAD,0,30,X1,0.118556701,0.118556701,0,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0,30,X2,0.05670103093,0.05670103093,0,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0,30,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,1,Intercept,-0.6156593464,-0.01046439417,-0.6051949523,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,1,X1,0.2518047095,0.06237135536,0.1894333542,0.5036094191,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,1,X2,0.05635386877,0.01193108058,0.04442278818,0.1127077375,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,1,X3,-0.03935176899,-0.1069759032,0.06762413422,-0.08307595676,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,1,Intercept,-0.329860201,-0.1603092784,-0.1695509226,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,1,X1,0.126529052,0.118556701,0.007972350957,0.253058104,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,1,X2,0.09556574924,0.05670103093,0.03886471831,0.1911314985,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,1,X3,-0.1152249891,-0.1494845361,0.034259547,-0.2432527547,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,2,Intercept,0.3086056023,-0.01046439417,0.3190699965,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,2,X1,-0.0317908245,0.06237135536,-0.09416217986,-0.06358164899,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,2,X2,-0.06313352766,0.01193108058,-0.07506460825,-0.1262670553,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,2,X3,-0.1742448279,-0.1069759032,-0.06726892468,-0.3678501922,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,2,Intercept,-0.2018518519,-0.1603092784,-0.0415425735,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,2,X1,0.103988604,0.118556701,-0.01456809704,0.207977208,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,2,X2,0.0754985755,0.05670103093,0.01879754457,0.150997151,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,2,X3,-0.141025641,-0.1494845361,0.008458895057,-0.2977207977,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,3,Intercept,-0.26196001,-0.01046439417,-0.2514956158,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,3,X1,0.01914463468,0.06237135536,-0.04322672069,0.03828926935,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,3,X2,0.1904533948,0.01193108058,0.1785223142,0.3809067896,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,3,X3,-0.2494771943,-0.1069759032,-0.1425012911,-0.5266740768,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,3,Intercept,-0.02288135593,-0.1603092784,0.1374279224,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,3,X1,0.1355932203,0.118556701,0.01703651931,0.2711864407,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,3,X2,0.01694915254,0.05670103093,-0.03975187839,0.03389830508,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,3,X3,-0.1949152542,-0.1494845361,-0.04543071815,-0.4114877589,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,4,Intercept,-0.02459116756,-0.01046439417,-0.01412677339,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,4,X1,0.4424237378,0.06237135536,0.3800523824,0.8848474755,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,4,X2,0.3254649673,0.01193108058,0.3135338867,0.6509299346,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,4,X3,-0.8041794101,-0.1069759032,-0.6972035069,-1.697712088,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,4,Intercept,-0.1985687904,-0.1603092784,-0.03825951205,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,4,X1,0.1241920591,0.118556701,0.005635358064,0.2483841182,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,4,X2,0.07802400739,0.05670103093,0.02132297646,0.1560480148,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,4,X3,-0.1546629732,-0.1494845361,-0.00517843714,-0.3265107212,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,5,Intercept,1.406819398,-0.01046439417,1.417283793,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,5,X1,-0.3841402903,0.06237135536,-0.4465116456,-0.7682805805,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,5,X2,-0.2842735272,0.01193108058,-0.2962046078,-0.5685470544,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,5,X3,-0.3000558646,-0.1069759032,-0.1930799613,-0.6334512696,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,5,Intercept,0.2336117512,-0.1603092784,0.3939210295,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,5,X1,0.01958525346,0.118556701,-0.09897144757,0.03917050691,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,5,X2,-0.04176267281,0.05670103093,-0.09846370374,-0.08352534562,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,5,X3,-0.1590821813,-0.1494845361,-0.009597645177,-0.3358401604,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,6,Intercept,0.03223462929,-0.01046439417,0.04269902346,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,6,X1,0.08675547267,0.06237135536,0.02438411731,0.1735109453,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,6,X2,-0.05632977489,0.01193108058,-0.06826085548,-0.1126595498,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,6,X3,-0.04265958986,-0.1069759032,0.06431631335,-0.09005913415,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,6,Intercept,-0.1603092784,-0.1603092784,2.775557562e-17,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,6,X1,0.118556701,0.118556701,-1.387778781e-17,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,6,X2,0.05670103093,0.05670103093,1.040834086e-16,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,6,X3,-0.1494845361,-0.1494845361,0,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,7,Intercept,-0.06387142166,-0.01046439417,-0.05340702749,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,7,X1,0.1009594332,0.06237135536,0.03858807786,0.2019188664,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,7,X2,-0.07798855132,0.01193108058,-0.08991963191,-0.1559771026,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,7,X3,0.05330914385,-0.1069759032,0.1602850471,0.1125415259,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,7,Intercept,0.1088721996,-0.1603092784,0.2691814779,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,7,X1,0.08426680244,0.118556701,-0.03428989859,0.1685336049,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,7,X2,-0.06020875764,0.05670103093,-0.1169097886,-0.1204175153,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,7,X3,-0.137601833,-0.1494845361,0.01188270309,-0.2904927585,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,8,Intercept,0.1308746891,-0.01046439417,0.1413390833,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,8,X1,0.07181023866,0.06237135536,0.009438883296,0.1436204773,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,8,X2,-0.02444510298,0.01193108058,-0.03637618357,-0.04889020597,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,8,X3,-0.1481481668,-0.1069759032,-0.04117226357,-0.312757241,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,8,Intercept,0.1042091837,-0.1603092784,0.264518462,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,8,X1,0.08673469388,0.118556701,-0.03182200715,0.1734693878,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,8,X2,-0.05994897959,0.05670103093,-0.1166500105,-0.1198979592,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,8,X3,-0.1390306122,-0.1494845361,0.01045392384,-0.2935090703,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,9,Intercept,0.04967646608,-0.01046439417,0.06014086025,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,9,X1,-0.1494621794,0.06237135536,-0.2118335348,-0.2989243589,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,9,X2,0.02495784009,0.01193108058,0.01302675951,0.04991568018,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,9,X3,-0.08451506189,-0.1069759032,0.02246084132,-0.1784206862,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,9,Intercept,-0.2018518519,-0.1603092784,-0.0415425735,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,9,X1,0.103988604,0.118556701,-0.01456809704,0.207977208,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,9,X2,0.0754985755,0.05670103093,0.01879754457,0.150997151,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,9,X3,-0.141025641,-0.1494845361,0.008458895057,-0.2977207977,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,10,Intercept,0.01641998531,-0.01046439417,0.02688437948,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,10,X1,0.09356321729,0.06237135536,0.03119186193,0.1871264346,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,10,X2,-0.0288928234,0.01193108058,-0.04082390399,-0.0577856468,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,10,X3,-0.193942317,-0.1069759032,-0.08696641381,-0.4094337804,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,10,Intercept,-0.2402263617,-0.1603092784,-0.07991708336,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,10,X1,0.08464984673,0.118556701,-0.0339068543,0.1692996935,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,10,X2,0.03383635935,0.05670103093,-0.02286467158,0.0676727187,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,10,X3,-0.06955906626,-0.1494845361,0.07992546982,-0.1468469177,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,11,Intercept,0.9104285116,-0.01046439417,0.9208929057,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,11,X1,0.2448769992,0.06237135536,0.1825056438,0.4897539984,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,11,X2,0.3808191561,0.01193108058,0.3688880756,0.7616383123,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,11,X3,-0.8913789765,-0.1069759032,-0.7844030733,-1.881800061,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,11,Intercept,-0.1603092784,-0.1603092784,9.714451465e-16,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,11,X1,0.118556701,0.118556701,-4.163336342e-17,0.2371134021,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,11,X2,0.05670103093,0.05670103093,-2.081668171e-16,0.1134020619,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,11,X3,-0.1494845361,-0.1494845361,-2.220446049e-16,-0.3155784651,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,12,Intercept,-0.8459397021,-0.01046439417,-0.8354753079,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,12,X1,0.4054079515,0.06237135536,0.3430365961,0.8108159029,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,12,X2,-0.04038407708,0.01193108058,-0.05231515766,-0.08076815415,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,12,X3,0.3961793122,-0.1069759032,0.5031552154,0.8363785481,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,12,Intercept,-0.242433811,-0.1603092784,-0.08212453268,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,12,X1,0.1662011173,0.118556701,0.04764441629,0.3324022346,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,12,X2,0.03692008744,0.05670103093,-0.01978094349,0.07384017488,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,12,X3,-0.0831916444,-0.1494845361,0.06629289168,-0.1756268048,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,13,Intercept,-0.848775547,-0.01046439417,-0.8383111529,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,13,X1,0.2127330298,0.06237135536,0.1503616745,0.4254660597,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,13,X2,-0.07809682558,0.01193108058,-0.09002790616,-0.1561936512,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,13,X3,0.2824588877,-0.1069759032,0.3894347909,0.5963020962,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,13,Intercept,-0.2131089688,-0.1603092784,-0.05279969049,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,13,X1,0.08022034774,0.118556701,-0.03833635329,0.1604406955,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,13,X2,0.01532105354,0.05670103093,-0.04137997739,0.03064210708,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,13,X3,-0.05702358409,-0.1494845361,0.09246095199,-0.120383122,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,14,Intercept,-0.5590075649,-0.01046439417,-0.5485431707,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,14,X1,0.2624042474,0.06237135536,0.200032892,0.5248084948,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,14,X2,-0.2839761692,0.01193108058,-0.2959072498,-0.5679523385,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,14,X3,0.2925496797,-0.1069759032,0.3995255829,0.6176048793,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,14,Intercept,-0.1776531089,-0.1603092784,-0.01734383058,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,14,X1,0.0804114072,0.118556701,-0.03814529383,0.1608228144,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,14,X2,-0.006077606358,0.05670103093,-0.06277863729,-0.01215521272,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,14,X3,-0.06311360449,-0.1494845361,0.08637093159,-0.1332398317,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,15,Intercept,-0.02548152684,-0.01046439417,-0.01501713267,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,15,X1,0.05198269417,0.06237135536,-0.01038866119,0.1039653883,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,15,X2,-0.2242209142,0.01193108058,-0.2361519948,-0.4484418284,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,15,X3,0.1590221534,-0.1069759032,0.2659980566,0.3357134349,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,15,Intercept,0.065266061,-0.1603092784,0.2255753393,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,15,X1,0.1069110967,0.118556701,-0.01164560434,0.2138221934,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,15,X2,-0.06602855289,0.05670103093,-0.1227295838,-0.1320571058,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,15,X3,-0.1315704088,-0.1494845361,0.01791412726,-0.277759752,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,16,Intercept,-0.2734319881,-0.01046439417,-0.262967594,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,16,X1,0.1071262339,0.06237135536,0.0447548785,0.2142524677,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,16,X2,0.02751871854,0.01193108058,0.01558763796,0.05503743709,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,16,X3,-0.02715727144,-0.1069759032,0.07981863177,-0.05733201748,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,16,Intercept,-0.1615551734,-0.1603092784,-0.001245895,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,16,X1,0.06906852539,0.118556701,-0.04948817564,0.1381370508,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,16,X2,0.0105005884,0.05670103093,-0.04620044253,0.02100117679,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,16,X3,-0.06725807912,-0.1494845361,0.08222645697,-0.1419892781,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,17,Intercept,0.184632741,-0.01046439417,0.1950971351,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,17,X1,-0.2704414255,0.06237135536,-0.3328127809,-0.540882851,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,17,X2,0.1527305247,0.01193108058,0.1407994441,0.3054610494,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,17,X3,-0.05054228885,-0.1069759032,0.05643361436,-0.1067003876,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,17,Intercept,-0.04025288485,-0.1603092784,0.1200563935,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,17,X1,0.03130370734,0.118556701,-0.08725299369,0.06260741468,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,17,X2,0.06641296342,0.05670103093,0.00971193249,0.1328259268,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,17,X3,-0.1497667567,-0.1494845361,-0.0002822206079,-0.3161742641,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,18,Intercept,0.8742394774,-0.01046439417,0.8847038716,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,18,X1,-0.2547284292,0.06237135536,-0.3170997846,-0.5094568585,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,18,X2,-0.3528931643,0.01193108058,-0.3648242449,-0.7057863287,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,18,X3,-0.1338471486,-0.1069759032,-0.02687124536,-0.2825662025,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,18,Intercept,0.1042091837,-0.1603092784,0.264518462,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,18,X1,0.08673469388,0.118556701,-0.03182200715,0.1734693878,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,18,X2,-0.05994897959,0.05670103093,-0.1166500105,-0.1198979592,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,18,X3,-0.1390306122,-0.1494845361,0.01045392384,-0.2935090703,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,19,Intercept,0.6488090797,-0.01046439417,0.6592734738,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,19,X1,-0.06022443803,0.06237135536,-0.1225957934,-0.1204488761,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,19,X2,0.06470462559,0.01193108058,0.052773545,0.1294092512,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,19,X3,-0.3546361973,-0.1069759032,-0.2476602941,-0.7486764166,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,19,Intercept,0.0954705365,-0.1603092784,0.2557798149,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,19,X1,0.07475813544,0.118556701,-0.04379856559,0.1495162709,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,19,X2,0.003518029903,0.05670103093,-0.05318300102,0.007036059807,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,19,X3,-0.1569920844,-0.1494845361,-0.00750754835,-0.3314277338,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,20,Intercept,-0.664284737,-0.01046439417,-0.6538203428,,
Hawkins-Bradu-Kass (HBK),OLS,0.05,20,X1,-0.05979303249,0.06237135536,-0.1221643879,-0.119586065,0.1247427107
Hawkins-Bradu-Kass (HBK),OLS,0.05,20,X2,0.3600797736,0.01193108058,0.3481486931,0.7201595473,0.02386216117
Hawkins-Bradu-Kass (HBK),OLS,0.05,20,X3,-0.1828686038,-0.1069759032,-0.07589270055,-0.3860559413,-0.2258380179
Hawkins-Bradu-Kass (HBK),LAD,0.05,20,Intercept,-0.3472857224,-0.1603092784,-0.186976444,,
Hawkins-Bradu-Kass (HBK),LAD,0.05,20,X1,0.1186217551,0.118556701,6.505404505e-05,0.2372435102,0.2371134021
Hawkins-Bradu-Kass (HBK),LAD,0.05,20,X2,0.1072547968,0.05670103093,0.05055376592,0.2145095937,0.1134020619
Hawkins-Bradu-Kass (HBK),LAD,0.05,20,X3,-0.121609763,-0.1494845361,0.0278747731,-0.2567317219,-0.3155784651
Hawkins-Bradu-Kass (HBK),OLS,0.05,21,Intercept,0.4337972755,-0.01046439417,0.4442616696,,
