Dataset,Model,ContaminationRate,Repetition,Term,Estimate,CleanReferenceEstimate,EstimateShift,RobustStandardizedEstimate,CleanRobustStandardizedEstimate
Boston Housing,OLS,0.1,6,INDUS,-1.133680268,-0.08386181448,-1.049818453,-2.011050214,-0.1487635666
Boston Housing,OLS,0.1,6,CHAS,0.5883921675,2.009809016,-1.421416848,0.08527422717,0.291276669
Boston Housing,OLS,0.1,6,NOX,-19.41456822,-14.50118331,-4.913384908,-0.4051735976,-0.3026333908
Boston Housing,OLS,0.1,6,RM,2.751538792,4.782367,-2.030828208,0.2436507539,0.4234820633
Boston Housing,OLS,0.1,6,AGE,0.02772225677,-0.02203910644,0.04976136321,0.1828061859,-0.1453303396
Boston Housing,OLS,0.1,6,DIS,1.087281006,-0.979784906,2.067065912,0.3847714147,-0.3467302585
Boston Housing,OLS,0.1,6,RAD,-0.6882924509,0.2896341815,-0.9779266324,-1.995050582,0.8395193667
Boston Housing,OLS,0.1,6,TAX,0.06430759633,-0.0102149664,0.07452256274,3.560217652,-0.565524227
Boston Housing,OLS,0.1,6,PTRATIO,-1.82386265,-0.7292660368,-1.094596613,-0.6343870085,-0.2536577519
Boston Housing,OLS,0.1,6,LSTAT,-0.09321932834,-0.3438291921,0.2506098638,-0.1214553278,-0.4479745561
Boston Housing,LAD,0.1,6,Intercept,21.44796046,19.99811558,1.449844878,,
Boston Housing,LAD,0.1,6,CRIM,-0.4831134495,-0.5296923671,0.04657891756,-0.2631686999,-0.2885418564
Boston Housing,LAD,0.1,6,ZN,-0.01993089168,0.01126306491,-0.03119395659,-0.002888535026,0.001632328248
Boston Housing,LAD,0.1,6,INDUS,-0.112363242,-0.06155568763,-0.05080755437,-0.1993226206,-0.1091944372
Boston Housing,LAD,0.1,6,CHAS,1.49723699,2.310981356,-0.8137443664,0.2169908681,0.3349248342
Boston Housing,LAD,0.1,6,NOX,-7.129031449,-9.575947657,2.446916208,-0.1487797868,-0.1998458642
Boston Housing,LAD,0.1,6,RM,4.489600017,4.976903745,-0.4873037283,0.3975573348,0.4407084331
Boston Housing,LAD,0.1,6,AGE,-0.02638811344,-0.02865206404,0.0022639506,-0.1740085741,-0.1889375237
Boston Housing,LAD,0.1,6,DIS,-0.8085188984,-0.9501396515,0.1416207531,-0.2861219487,-0.3362392755
Boston Housing,LAD,0.1,6,RAD,0.1716785418,0.2509050572,-0.0792265154,0.4976189617,0.7272610354
Boston Housing,LAD,0.1,6,TAX,-0.00299988696,-0.00724174151,0.00424185455,-0.1660806984,-0.4009196025
Boston Housing,LAD,0.1,6,PTRATIO,-0.7134749962,-0.7035817153,-0.009893280868,-0.2481652161,-0.2447240749
Boston Housing,LAD,0.1,6,LSTAT,-0.3530031905,-0.3016570272,-0.05134616335,-0.4599273454,-0.3930285035
Boston Housing,OLS,0.1,7,Intercept,4.512749319,25.76502072,-21.2522714,,
Boston Housing,OLS,0.1,7,CRIM,-0.4227551192,-0.3981416199,-0.02461349926,-0.230289418,-0.2168815888
Boston Housing,OLS,0.1,7,ZN,-0.05649868673,-0.01028855598,-0.04621013075,-0.008188215468,-0.00149109507
Boston Housing,OLS,0.1,7,INDUS,0.04604467697,-0.08386181448,0.1299064914,0.08167925305,-0.1487635666
Boston Housing,OLS,0.1,7,CHAS,1.010382607,2.009809016,-0.9994264084,0.1464322619,0.291276669
Boston Housing,OLS,0.1,7,NOX,21.15538571,-14.50118331,35.65656902,0.4415037017,-0.3026333908
Boston Housing,OLS,0.1,7,RM,5.252054374,4.782367,0.469687374,0.4650732207,0.4234820633
Boston Housing,OLS,0.1,7,AGE,-0.03484646449,-0.02203910644,-0.01280735805,-0.2297846572,-0.1453303396
Boston Housing,OLS,0.1,7,DIS,-0.3738363008,-0.979784906,0.6059486052,-0.1322947071,-0.3467302585
Boston Housing,OLS,0.1,7,RAD,0.3370127131,0.2896341815,0.04737853162,0.9768484439,0.8395193667
Boston Housing,OLS,0.1,7,TAX,-0.03193456348,-0.0102149664,-0.02171959707,-1.767971485,-0.565524227
Boston Housing,OLS,0.1,7,PTRATIO,-0.7432301416,-0.7292660368,-0.01396410478,-0.2585148319,-0.2536577519
Boston Housing,OLS,0.1,7,LSTAT,0.05962892374,-0.3438291921,0.4034581159,0.07769043833,-0.4479745561
Boston Housing,LAD,0.1,7,Intercept,19.41111041,19.99811558,-0.5870051692,,
Boston Housing,LAD,0.1,7,CRIM,-0.5321215065,-0.5296923671,-0.002429139432,-0.2898650932,-0.2885418564
Boston Housing,LAD,0.1,7,ZN,-0.002587877359,0.01126306491,-0.01385094227,-0.0003750546897,0.001632328248
Boston Housing,LAD,0.1,7,INDUS,-0.05848908867,-0.06155568763,0.003066598964,-0.1037545573,-0.1091944372
Boston Housing,LAD,0.1,7,CHAS,2.66775417,2.310981356,0.3567728141,0.3866310392,0.3349248342
Boston Housing,LAD,0.1,7,NOX,-9.305677847,-9.575947657,0.2702698108,-0.1942054507,-0.1998458642
Boston Housing,LAD,0.1,7,RM,5.024850794,4.976903745,0.04794704878,0.444954179,0.4407084331
Boston Housing,LAD,0.1,7,AGE,-0.03014568689,-0.02865206404,-0.001493622848,-0.1987867759,-0.1889375237
Boston Housing,LAD,0.1,7,DIS,-0.9116517786,-0.9501396515,0.03848787291,-0.3226190309,-0.3362392755
Boston Housing,LAD,0.1,7,RAD,0.2720695246,0.2509050572,0.02116446745,0.7886073178,0.7272610354
Boston Housing,LAD,0.1,7,TAX,-0.009050476524,-0.00724174151,-0.001808735014,-0.501055367,-0.4009196025
Boston Housing,LAD,0.1,7,PTRATIO,-0.6857841323,-0.7035817153,0.01779758295,-0.2385336113,-0.2447240749
Boston Housing,LAD,0.1,7,LSTAT,-0.2773986124,-0.3016570272,0.02425841482,-0.36142225,-0.3930285035
Boston Housing,OLS,0.1,8,Intercept,-14.32156468,25.76502072,-40.08658541,,
Boston Housing,OLS,0.1,8,CRIM,0.03100583008,-0.3981416199,0.42914745,0.01688995411,-0.2168815888
Boston Housing,OLS,0.1,8,ZN,0.2472824299,-0.01028855598,0.2575709859,0.03583803332,-0.00149109507
Boston Housing,OLS,0.1,8,INDUS,0.7323911262,-0.08386181448,0.8162529407,1.299198172,-0.1487635666
Boston Housing,OLS,0.1,8,CHAS,3.593660574,2.009809016,1.583851558,0.520820373,0.291276669
Boston Housing,OLS,0.1,8,NOX,7.345905927,-14.50118331,21.84708924,0.1533058628,-0.3026333908
Boston Housing,OLS,0.1,8,RM,7.504892312,4.782367,2.722525312,0.6645636526,0.4234820633
Boston Housing,OLS,0.1,8,AGE,0.05100021025,-0.02203910644,0.07303931669,0.3363057343,-0.1453303396
Boston Housing,OLS,0.1,8,DIS,-0.3821904926,-0.979784906,0.5975944134,-0.1352511224,-0.3467302585
Boston Housing,OLS,0.1,8,RAD,0.434871633,0.2896341815,0.1452374515,1.260497487,0.8395193667
Boston Housing,OLS,0.1,8,TAX,-0.05924901807,-0.0102149664,-0.04903405167,-3.28016303,-0.565524227
Boston Housing,OLS,0.1,8,PTRATIO,-0.3467632873,-0.7292660368,0.3825027495,-0.1206133173,-0.2536577519
Boston Housing,OLS,0.1,8,LSTAT,-0.1455931743,-0.3438291921,0.1982360179,-0.1896931357,-0.4479745561
Boston Housing,LAD,0.1,8,Intercept,14.50119844,19.99811558,-5.496917142,,
Boston Housing,LAD,0.1,8,CRIM,-0.5024155541,-0.5296923671,0.02727681295,-0.2736832276,-0.2885418564
Boston Housing,LAD,0.1,8,ZN,0.01380769231,0.01126306491,0.0025446274,0.002001114828,0.001632328248
Boston Housing,LAD,0.1,8,INDUS,-0.07476963241,-0.06155568763,-0.01321394478,-0.1326348262,-0.1091944372
Boston Housing,LAD,0.1,8,CHAS,3.214309512,2.310981356,0.9033281562,0.4658419583,0.3349248342
Boston Housing,LAD,0.1,8,NOX,-7.014298012,-9.575947657,2.561649645,-0.1463853498,-0.1998458642
Boston Housing,LAD,0.1,8,RM,5.227717529,4.976903745,0.2508137841,0.4629181754,0.4407084331
Boston Housing,LAD,0.1,8,AGE,-0.03466341787,-0.02865206404,-0.006011353831,-0.2285776106,-0.1889375237
Boston Housing,LAD,0.1,8,DIS,-0.842541518,-0.9501396515,0.1075981335,-0.2981620114,-0.3362392755
Boston Housing,LAD,0.1,8,RAD,0.173949422,0.2509050572,-0.07695563517,0.5042012233,0.7272610354
Boston Housing,LAD,0.1,8,TAX,-0.004115572803,-0.00724174151,0.003126168708,-0.2278476537,-0.4009196025
Boston Housing,LAD,0.1,8,PTRATIO,-0.6099590298,-0.7035817153,0.09362268554,-0.2121596625,-0.2447240749
Boston Housing,LAD,0.1,8,LSTAT,-0.2881224052,-0.3016570272,0.01353462195,-0.3753942642,-0.3930285035
Boston Housing,OLS,0.1,9,Intercept,20.1821774,25.76502072,-5.582843326,,
Boston Housing,OLS,0.1,9,CRIM,-0.6666119469,-0.3981416199,-0.268470327,-0.363126714,-0.2168815888
Boston Housing,OLS,0.1,9,ZN,-0.04234489429,-0.01028855598,-0.03205633831,-0.006136941202,-0.00149109507
Boston Housing,OLS,0.1,9,INDUS,-0.1446330252,-0.08386181448,-0.06077121071,-0.2565664099,-0.1487635666
Boston Housing,OLS,0.1,9,CHAS,-1.579540223,2.009809016,-3.589349239,-0.2289188729,0.291276669
Boston Housing,OLS,0.1,9,NOX,-53.74014653,-14.50118331,-39.23896322,-1.121533493,-0.3026333908
Boston Housing,OLS,0.1,9,RM,5.364597815,4.782367,0.5822308149,0.4750390239,0.4234820633
Boston Housing,OLS,0.1,9,AGE,-0.001342477484,-0.02203910644,0.02069662896,-0.008852568914,-0.1453303396
Boston Housing,OLS,0.1,9,DIS,-1.353899676,-0.979784906,-0.3741147701,-0.4791235114,-0.3467302585
Boston Housing,OLS,0.1,9,RAD,-0.1341228125,0.2896341815,-0.4237569941,-0.3887617755,0.8395193667
Boston Housing,OLS,0.1,9,TAX,0.02945474791,-0.0102149664,0.03966971432,1.630683145,-0.565524227
Boston Housing,OLS,0.1,9,PTRATIO,-0.1193531408,-0.7292660368,0.609912896,-0.04151413592,-0.2536577519
Boston Housing,OLS,0.1,9,LSTAT,-0.1540457362,-0.3438291921,0.1897834559,-0.2007059665,-0.4479745561
Boston Housing,LAD,0.1,9,Intercept,24.12554144,19.99811558,4.127425858,,
Boston Housing,LAD,0.1,9,CRIM,-0.4940723487,-0.5296923671,0.03562001832,-0.2691383935,-0.2885418564
Boston Housing,LAD,0.1,9,ZN,-0.02347195931,0.01126306491,-0.03473502422,-0.003401733233,0.001632328248
Boston Housing,LAD,0.1,9,INDUS,-0.04470257239,-0.06155568763,0.01685311525,-0.07929847624,-0.1091944372
Boston Housing,LAD,0.1,9,CHAS,2.890508313,2.310981356,0.5795269569,0.4189142483,0.3349248342
Boston Housing,LAD,0.1,9,NOX,-18.91215365,-9.575947657,-9.336205991,-0.394688424,-0.1998458642
Boston Housing,LAD,0.1,9,RM,4.841156765,4.976903745,-0.1357469798,0.4286879396,0.4407084331
Boston Housing,LAD,0.1,9,AGE,-0.02685288856,-0.02865206404,0.00179917548,-0.1770733956,-0.1889375237
Boston Housing,LAD,0.1,9,DIS,-1.062318899,-0.9501396515,-0.1121792476,-0.3759377229,-0.3362392755
Boston Housing,LAD,0.1,9,RAD,0.277315615,0.2509050572,0.02641055782,0.8038133769,0.7272610354
Boston Housing,LAD,0.1,9,TAX,-0.00472850734,-0.00724174151,0.00251323417,-0.261781131,-0.4009196025
Boston Housing,LAD,0.1,9,PTRATIO,-0.6288876169,-0.7035817153,0.07469409842,-0.2187435189,-0.2447240749
Boston Housing,LAD,0.1,9,LSTAT,-0.3541572663,-0.3016570272,-0.05250023907,-0.4614309889,-0.3930285035
Boston Housing,OLS,0.1,10,Intercept,-31.61032721,25.76502072,-57.37534793,,
Boston Housing,OLS,0.1,10,CRIM,-0.9673773384,-0.3981416199,-0.5692357185,-0.5269640841,-0.2168815888
Boston Housing,OLS,0.1,10,ZN,0.07923455583,-0.01028855598,0.08952311181,0.01148326896,-0.00149109507
Boston Housing,OLS,0.1,10,INDUS,0.04764255978,-0.08386181448,0.1315043743,0.08451375822,-0.1487635666
Boston Housing,OLS,0.1,10,CHAS,-5.322902018,2.009809016,-7.332711034,-0.7714350751,0.291276669
Boston Housing,OLS,0.1,10,NOX,-3.749985691,-14.50118331,10.75119762,-0.07826057093,-0.3026333908
Boston Housing,OLS,0.1,10,RM,7.772588052,4.782367,2.990221052,0.6882683043,0.4234820633
Boston Housing,OLS,0.1,10,AGE,-0.1016713301,-0.02203910644,-0.07963222365,-0.6704413796,-0.1453303396
Boston Housing,OLS,0.1,10,DIS,-0.8976426666,-0.979784906,0.08214223942,-0.3176614294,-0.3467302585
Boston Housing,OLS,0.1,10,RAD,0.1957880358,0.2896341815,-0.09384614577,0.5675015529,0.8395193667
Boston Housing,OLS,0.1,10,TAX,-0.008232238184,-0.0102149664,0.00198272822,-0.4557557951,-0.565524227
Boston Housing,OLS,0.1,10,PTRATIO,0.809072945,-0.7292660368,1.538338982,0.2814166765,-0.2536577519
Boston Housing,OLS,0.1,10,LSTAT,0.3272778662,-0.3438291921,0.6711070583,0.4264098576,-0.4479745561
Boston Housing,LAD,0.1,10,Intercept,15.58297748,19.99811558,-4.415138106,,
Boston Housing,LAD,0.1,10,CRIM,-0.6200415365,-0.5296923671,-0.09034916949,-0.3377581916,-0.2885418564
Boston Housing,LAD,0.1,10,ZN,0.03728634449,0.01126306491,0.02602327958,0.005403818043,0.001632328248
Boston Housing,LAD,0.1,10,INDUS,-0.01464545523,-0.06155568763,0.0469102324,-0.02597976407,-0.1091944372
Boston Housing,LAD,0.1,10,CHAS,2.581795392,2.310981356,0.2708140363,0.3741732453,0.3349248342
Boston Housing,LAD,0.1,10,NOX,-12.08799208,-9.575947657,-2.512044421,-0.252271139,-0.1998458642
Boston Housing,LAD,0.1,10,RM,4.750918564,4.976903745,-0.2259851809,0.4206972815,0.4407084331
Boston Housing,LAD,0.1,10,AGE,-0.04183576135,-0.02865206404,-0.01318369731,-0.2758734988,-0.1889375237
Boston Housing,LAD,0.1,10,DIS,-1.017768758,-0.9501396515,-0.0676291061,-0.360172138,-0.3362392755
Boston Housing,LAD,0.1,10,RAD,0.2922710653,0.2509050572,0.04136600808,0.847162508,0.7272610354
Boston Housing,LAD,0.1,10,TAX,-0.008261332017,-0.00724174151,-0.001019590507,-0.4573664972,-0.4009196025
Boston Housing,LAD,0.1,10,PTRATIO,-0.3562196217,-0.7035817153,0.3473620936,-0.1239024771,-0.2447240749
Boston Housing,LAD,0.1,10,LSTAT,-0.2145546386,-0.3016570272,0.08710238857,-0.2795429277,-0.3930285035
Boston Housing,OLS,0.1,11,Intercept,-58.42588284,25.76502072,-84.19090357,,
Boston Housing,OLS,0.1,11,CRIM,0.06399150369,-0.3981416199,0.4621331236,0.03485839785,-0.2168815888
Boston Housing,OLS,0.1,11,ZN,0.06418209857,-0.01028855598,0.07447065456,0.009301753416,-0.00149109507
Boston Housing,OLS,0.1,11,INDUS,-0.7851476473,-0.08386181448,-0.7012858328,-1.392783653,-0.1487635666
Boston Housing,OLS,0.1,11,CHAS,6.590485228,2.009809016,4.580676212,0.9551427866,0.291276669
Boston Housing,OLS,0.1,11,NOX,-21.57200464,-14.50118331,-7.07082133,-0.4501983577,-0.3026333908
Boston Housing,OLS,0.1,11,RM,13.43918922,4.782367,8.656822219,1.190049944,0.4234820633
Boston Housing,OLS,0.1,11,AGE,-0.09437970483,-0.02203910644,-0.07234059838,-0.6223589231,-0.1453303396
Boston Housing,OLS,0.1,11,DIS,-1.851274218,-0.979784906,-0.8714893118,-0.6551364326,-0.3467302585
Boston Housing,OLS,0.1,11,RAD,-1.187481463,0.2896341815,-1.477115644,-3.441975254,0.8395193667
Boston Housing,OLS,0.1,11,TAX,0.06836924402,-0.0102149664,0.07858421042,3.785079886,-0.565524227
Boston Housing,OLS,0.1,11,PTRATIO,0.6882193857,-0.7292660368,1.417485422,0.2393806559,-0.2536577519
Boston Housing,OLS,0.1,11,LSTAT,0.1288733228,-0.3438291921,0.472702515,0.1679088656,-0.4479745561
Boston Housing,LAD,0.1,11,Intercept,8.339885953,19.99811558,-11.65822963,,
Boston Housing,LAD,0.1,11,CRIM,-0.5788883249,-0.5296923671,-0.04919595787,-0.3153406058,-0.2885418564
Boston Housing,LAD,0.1,11,ZN,0.012027446,0.01126306491,0.0007643810912,0.001743108116,0.001632328248
Boston Housing,LAD,0.1,11,INDUS,-0.1074510428,-0.06155568763,-0.04589535517,-0.1906088064,-0.1091944372
Boston Housing,LAD,0.1,11,CHAS,2.021978894,2.310981356,-0.2890024626,0.2930404194,0.3349248342
Boston Housing,LAD,0.1,11,NOX,-6.655389817,-9.575947657,2.92055784,-0.1388950918,-0.1998458642
Boston Housing,LAD,0.1,11,RM,6.122676335,4.976903745,1.14577259,0.5421674262,0.4407084331
Boston Housing,LAD,0.1,11,AGE,-0.04635021958,-0.02865206404,-0.01769815554,-0.3056427523,-0.1889375237
Boston Housing,LAD,0.1,11,DIS,-0.9958878572,-0.9501396515,-0.04574820566,-0.3524288362,-0.3362392755
Boston Housing,LAD,0.1,11,RAD,0.2106256427,0.2509050572,-0.04027941451,0.6105091092,0.7272610354
Boston Housing,LAD,0.1,11,TAX,-0.004909601562,-0.00724174151,0.002332139949,-0.271806927,-0.4009196025
Boston Housing,LAD,0.1,11,PTRATIO,-0.5331028579,-0.7035817153,0.1704788574,-0.185427081,-0.2447240749
Boston Housing,LAD,0.1,11,LSTAT,-0.2126672495,-0.3016570272,0.08898977765,-0.2770838512,-0.3930285035
Boston Housing,OLS,0.1,12,Intercept,-37.66121726,25.76502072,-63.42623798,,
Boston Housing,OLS,0.1,12,CRIM,-0.6500394156,-0.3981416199,-0.2518977957,-0.3540990798,-0.2168815888
Boston Housing,OLS,0.1,12,ZN,-0.003646578013,-0.01028855598,0.00664197797,-0.0005284895671,-0.00149109507
Boston Housing,OLS,0.1,12,INDUS,-0.3738920173,-0.08386181448,-0.2900302028,-0.6632519263,-0.1487635666
Boston Housing,OLS,0.1,12,CHAS,6.154173395,2.009809016,4.14436438,0.8919091877,0.291276669
Boston Housing,OLS,0.1,12,NOX,92.55114611,-14.50118331,107.0523294,1.93150218,-0.3026333908
Boston Housing,OLS,0.1,12,RM,4.508844527,4.782367,-0.2735224732,0.3992614501,0.4234820633
Boston Housing,OLS,0.1,12,AGE,-0.1760982788,-0.02203910644,-0.1540591723,-1.16122778,-0.1453303396
Boston Housing,OLS,0.1,12,DIS,0.2642817637,-0.979784906,1.24406667,0.09352510297,-0.3467302585
Boston Housing,OLS,0.1,12,RAD,0.4197376999,0.2896341815,0.1301035184,1.216631014,0.8395193667
Boston Housing,OLS,0.1,12,TAX,-0.03594463638,-0.0102149664,-0.02572966998,-1.98997842,-0.565524227
Boston Housing,OLS,0.1,12,PTRATIO,0.559386261,-0.7292660368,1.288652298,0.1945691343,-0.2536577519
Boston Housing,OLS,0.1,12,LSTAT,-0.2139155075,-0.3438291921,0.1299136847,-0.2787102046,-0.4479745561
Boston Housing,LAD,0.1,12,Intercept,12.58464445,19.99811558,-7.413471134,,
Boston Housing,LAD,0.1,12,CRIM,-0.4930626785,-0.5296923671,0.0366296886,-0.268588391,-0.2885418564
Boston Housing,LAD,0.1,12,ZN,-0.0002814328373,0.01126306491,-0.01154449775,-4.078736772e-05,0.001632328248
Boston Housing,LAD,0.1,12,INDUS,-0.00809197802,-0.06155568763,0.05346370961,-0.01435446536,-0.1091944372
Boston Housing,LAD,0.1,12,CHAS,3.133265529,2.310981356,0.8222841731,0.4540964535,0.3349248342
Boston Housing,LAD,0.1,12,NOX,-6.353739598,-9.575947657,3.22220806,-0.1325997829,-0.1998458642
Boston Housing,LAD,0.1,12,RM,4.94842401,4.976903745,-0.02847973469,0.4381865319,0.4407084331
Boston Housing,LAD,0.1,12,AGE,-0.04079904695,-0.02865206404,-0.01214698291,-0.2690371936,-0.1889375237
Boston Housing,LAD,0.1,12,DIS,-0.8713102577,-0.9501396515,0.07882939381,-0.3083428097,-0.3362392755
Boston Housing,LAD,0.1,12,RAD,0.1636129954,0.2509050572,-0.0872920618,0.4742405664,0.7272610354
Boston Housing,LAD,0.1,12,TAX,-0.005497587965,-0.00724174151,0.001744153546,-0.3043592178,-0.4009196025
Boston Housing,LAD,0.1,12,PTRATIO,-0.402780179,-0.7035817153,0.3008015363,-0.1400974536,-0.2447240749
Boston Housing,LAD,0.1,12,LSTAT,-0.3122585345,-0.3016570272,-0.01060150734,-0.4068411921,-0.3930285035
Boston Housing,OLS,0.1,13,Intercept,120.1092677,25.76502072,94.34424694,,
Boston Housing,OLS,0.1,13,CRIM,0.09702334696,-0.3981416199,0.4951649669,0.05285199181,-0.2168815888
Boston Housing,OLS,0.1,13,ZN,-0.2054144626,-0.01028855598,-0.1951259067,-0.02977021198,-0.00149109507
Boston Housing,OLS,0.1,13,INDUS,0.7850041248,-0.08386181448,0.8688659393,1.392529056,-0.1487635666
Boston Housing,OLS,0.1,13,CHAS,-0.02526120477,2.009809016,-2.035070221,-0.00366104417,0.291276669
Boston Housing,OLS,0.1,13,NOX,-39.61157228,-14.50118331,-25.11038897,-0.8266762911,-0.3026333908
Boston Housing,OLS,0.1,13,RM,0.6287495901,4.782367,-4.15361741,0.05567623182,0.4234820633
Boston Housing,OLS,0.1,13,AGE,-0.003905811849,-0.02203910644,0.01813329459,-0.02575571582,-0.1453303396
Boston Housing,OLS,0.1,13,DIS,-1.814298804,-0.979784906,-0.8345138984,-0.6420514233,-0.3467302585
Boston Housing,OLS,0.1,13,RAD,0.5908474746,0.2896341815,0.3012132931,1.712601376,0.8395193667
Boston Housing,OLS,0.1,13,TAX,-0.03473719111,-0.0102149664,-0.0245222247,-1.92313145,-0.565524227
Boston Housing,OLS,0.1,13,PTRATIO,-3.064605299,-0.7292660368,-2.335339262,-1.065949669,-0.2536577519
Boston Housing,OLS,0.1,13,LSTAT,-1.181088582,-0.3438291921,-0.8372593903,-1.538838602,-0.4479745561
Boston Housing,LAD,0.1,13,Intercept,23.24459293,19.99811558,3.246477348,,
Boston Housing,LAD,0.1,13,CRIM,-0.4726088526,-0.5296923671,0.0570835145,-0.2574464806,-0.2885418564
Boston Housing,LAD,0.1,13,ZN,-0.002628276829,0.01126306491,-0.01389134174,-0.0003809096853,0.001632328248
Boston Housing,LAD,0.1,13,INDUS,-0.05398032619,-0.06155568763,0.007575361441,-0.09575640472,-0.1091944372
Boston Housing,LAD,0.1,13,CHAS,2.397293954,2.310981356,0.08631259779,0.3474339064,0.3349248342
Boston Housing,LAD,0.1,13,NOX,-13.71254878,-9.575947657,-4.136601122,-0.286174931,-0.1998458642
Boston Housing,LAD,0.1,13,RM,4.889871651,4.976903745,-0.08703209441,0.433001678,0.4407084331
Boston Housing,LAD,0.1,13,AGE,-0.02153294439,-0.02865206404,0.007119119653,-0.1419926043,-0.1889375237
Boston Housing,LAD,0.1,13,DIS,-0.9193179475,-0.9501396515,0.03082170396,-0.3253319658,-0.3362392755
Boston Housing,LAD,0.1,13,RAD,0.2358919301,0.2509050572,-0.0150131271,0.6837447249,0.7272610354
Boston Housing,LAD,0.1,13,TAX,-0.00667585182,-0.00724174151,0.0005658896907,-0.369590637,-0.4009196025
Boston Housing,LAD,0.1,13,PTRATIO,-0.7414641893,-0.7035817153,-0.03788247405,-0.2579005876,-0.2447240749
Boston Housing,LAD,0.1,13,LSTAT,-0.345208422,-0.3016570272,-0.04355139478,-0.4497715527,-0.3930285035
Boston Housing,OLS,0.1,14,Intercept,55.20817569,25.76502072,29.44315497,,
Boston Housing,OLS,0.1,14,CRIM,-1.076226894,-0.3981416199,-0.6780852745,-0.5862582234,-0.2168815888
Boston Housing,OLS,0.1,14,ZN,0.1071431166,-0.01028855598,0.1174316726,0.01552798791,-0.00149109507
Boston Housing,OLS,0.1,14,INDUS,0.4832390407,-0.08386181448,0.5671008552,0.8572240374,-0.1487635666
Boston Housing,OLS,0.1,14,CHAS,2.139736694,2.009809016,0.1299276782,0.3101067672,0.291276669
Boston Housing,OLS,0.1,14,NOX,-79.79553822,-14.50118331,-65.29435491,-1.665298189,-0.3026333908
Boston Housing,OLS,0.1,14,RM,2.980680109,4.782367,-1.801686891,0.2639413836,0.4234820633
Boston Housing,OLS,0.1,14,AGE,0.1218165138,-0.02203910644,0.1438556202,0.8032828082,-0.1453303396
Boston Housing,OLS,0.1,14,DIS,-1.045049486,-0.979784906,-0.06526457956,-0.3698263527,-0.3467302585
Boston Housing,OLS,0.1,14,RAD,1.113420913,0.2896341815,0.8237867312,3.227306993,0.8395193667
Boston Housing,OLS,0.1,14,TAX,-0.01855007265,-0.0102149664,-0.008335106245,-1.026975036,-0.565524227
Boston Housing,OLS,0.1,14,PTRATIO,-0.7391870741,-0.7292660368,-0.00992103735,-0.2571085475,-0.2536577519
Boston Housing,OLS,0.1,14,LSTAT,-0.4115059627,-0.3438291921,-0.0676767706,-0.5361505224,-0.4479745561
Boston Housing,LAD,0.1,14,Intercept,22.66115505,19.99811558,2.663039463,,
Boston Housing,LAD,0.1,14,CRIM,-0.5090853991,-0.5296923671,0.02060696793,-0.2773165242,-0.2885418564
Boston Housing,LAD,0.1,14,ZN,0.02051505995,0.01126306491,0.009251995038,0.002973197094,0.001632328248
Boston Housing,LAD,0.1,14,INDUS,0.09385917649,-0.06155568763,0.1554148641,0.1664980174,-0.1091944372
Boston Housing,LAD,0.1,14,CHAS,2.557568769,2.310981356,0.2465874123,0.3706621404,0.3349248342
Boston Housing,LAD,0.1,14,NOX,-16.68166658,-9.575947657,-7.105718921,-0.3481391286,-0.1998458642
Boston Housing,LAD,0.1,14,RM,4.788833059,4.976903745,-0.188070686,0.4240546375,0.4407084331
Boston Housing,LAD,0.1,14,AGE,-0.01639687479,-0.02865206404,0.01225518925,-0.1081243193,-0.1889375237
Boston Housing,LAD,0.1,14,DIS,-0.8565912298,-0.9501396515,0.09354842173,-0.3031339804,-0.3362392755
Boston Housing,LAD,0.1,14,RAD,0.308278134,0.2509050572,0.05737307678,0.8935598086,0.7272610354
Boston Housing,LAD,0.1,14,TAX,-0.009952748543,-0.00724174151,-0.002711007033,-0.5510072382,-0.4009196025
Boston Housing,LAD,0.1,14,PTRATIO,-0.6754500661,-0.7035817153,0.02813164922,-0.2349391534,-0.2447240749
Boston Housing,LAD,0.1,14,LSTAT,-0.3410292684,-0.3016570272,-0.03937224121,-0.4443265396,-0.3930285035
Boston Housing,OLS,0.1,15,Intercept,34.04884587,25.76502072,8.283825144,,
Boston Housing,OLS,0.1,15,CRIM,-0.4815475407,-0.3981416199,-0.08340592074,-0.2623156949,-0.2168815888
Boston Housing,OLS,0.1,15,ZN,-0.1089138859,-0.01028855598,-0.09862532988,-0.01578462114,-0.00149109507
Boston Housing,OLS,0.1,15,INDUS,0.05623528985,-0.08386181448,0.1400971043,0.09975651416,-0.1487635666
Boston Housing,OLS,0.1,15,CHAS,4.197315751,2.009809016,2.187506735,0.6083066306,0.291276669
Boston Housing,OLS,0.1,15,NOX,-36.28378079,-14.50118331,-21.78259748,-0.7572267295,-0.3026333908
Boston Housing,OLS,0.1,15,RM,5.182800868,4.782367,0.4004338684,0.4589407726,0.4234820633
Boston Housing,OLS,0.1,15,AGE,-0.07346860718,-0.02203910644,-0.05142950073,-0.4844669024,-0.1453303396
Boston Housing,OLS,0.1,15,DIS,-0.06835441953,-0.979784906,0.9114304864,-0.02418953936,-0.3467302585
Boston Housing,OLS,0.1,15,RAD,0.1888803818,0.2896341815,-0.1007537997,0.5474793676,0.8395193667
Boston Housing,OLS,0.1,15,TAX,0.02223598966,-0.0102149664,0.03245095606,1.231035949,-0.565524227
